crane,time_iso,time_ms,lat,lon,data_type,segment
100853,2013-10-19T12:00:00Z,1382184000000,36.07253782218062,-101.2011573451812,observed,0
100853,2013-10-20T00:00:00Z,1382227200000,36.04728742258404,-101.18711031961912,observed,0
100853,2013-10-20T12:00:00Z,1382270400000,35.19678735771652,-101.33491266673788,observed,0
100853,2013-10-21T00:00:00Z,1382313600000,35.015640729183815,-101.4199761104082,observed,0
100853,2013-10-21T12:00:00Z,1382356800000,34.63142700905757,-102.43871603900182,observed,0
100853,2013-10-22T00:00:00Z,1382400000000,34.74127200116025,-102.46680556581848,observed,0
100853,2013-10-22T12:00:00Z,1382443200000,35.01904776898772,-101.75349683936255,observed,0
100854,2013-09-01T00:00:00Z,1377993600000,65.51980746416925,-171.86915496110464,observed,0
100854,2013-09-01T12:00:00Z,1378036800000,65.54130821440793,-171.85935807490367,observed,0
100854,2013-09-02T00:00:00Z,1378080000000,65.51995731567465,-171.87180473028727,observed,0
100854,2013-09-02T12:00:00Z,1378123200000,65.54201184124152,-171.79586342808238,observed,0
100854,2013-09-03T00:00:00Z,1378166400000,65.55936224823282,-171.79491596854672,observed,0
100854,2013-09-03T12:00:00Z,1378209600000,65.57521453967293,-171.75387045731748,observed,0
100854,2013-09-04T00:00:00Z,1378252800000,65.52130728187504,-171.87245484922198,observed,0
100854,2013-09-04T12:00:00Z,1378296000000,65.53014120438661,-171.86358986477356,interpolated,0
100854,2013-09-05T00:00:00Z,1378339200000,65.53897512689818,-171.8547248803251,interpolated,0
100854,2013-09-05T12:00:00Z,1378382400000,65.54780904940975,-171.84585989587669,observed,0
100854,2013-09-06T00:00:00Z,1378425600000,65.51990724328016,-171.8730546468251,observed,0
100854,2013-09-06T12:00:00Z,1378468800000,65.4341532201754,-169.26413693193547,interpolated,0
100854,2013-09-07T00:00:00Z,1378512000000,65.34839919707063,-166.6552192170458,observed,0
100854,2013-09-07T12:00:00Z,1378555200000,64.97369899602324,-164.833934462321,interpolated,0
100854,2013-09-08T00:00:00Z,1378598400000,64.59899879497587,-163.0126497075962,observed,0
100854,2013-09-08T12:00:00Z,1378641600000,64.4193179740135,-158.7760189710905,observed,0
100854,2013-09-09T00:00:00Z,1378684800000,64.14830231145103,-158.16861849063824,observed,0
100854,2013-09-09T12:00:00Z,1378728000000,64.21496002957241,-157.96972827706412,observed,0
100854,2013-09-10T00:00:00Z,1378771200000,64.36555466680103,-158.0423405198463,observed,0
100854,2013-09-10T12:00:00Z,1378814400000,NA,NA,missing,1
100854,2013-09-11T00:00:00Z,1378857600000,NA,NA,missing,2
100854,2013-09-11T12:00:00Z,1378900800000,NA,NA,missing,3
100854,2013-09-12T00:00:00Z,1378944000000,NA,NA,missing,4
100854,2013-09-12T12:00:00Z,1378987200000,NA,NA,missing,5
100854,2013-09-13T00:00:00Z,1379030400000,NA,NA,missing,6
100854,2013-09-13T12:00:00Z,1379073600000,NA,NA,missing,7
100854,2013-09-14T00:00:00Z,1379116800000,NA,NA,missing,8
100854,2013-09-14T12:00:00Z,1379160000000,NA,NA,missing,9
100854,2013-09-15T00:00:00Z,1379203200000,NA,NA,missing,10
100854,2013-09-15T12:00:00Z,1379246400000,NA,NA,missing,11
100854,2013-09-16T00:00:00Z,1379289600000,NA,NA,missing,12
100854,2013-09-16T12:00:00Z,1379332800000,NA,NA,missing,13
100854,2013-09-17T00:00:00Z,1379376000000,NA,NA,missing,14
100854,2013-09-17T12:00:00Z,1379419200000,NA,NA,missing,15
100854,2013-09-18T00:00:00Z,1379462400000,NA,NA,missing,16
100854,2013-09-18T12:00:00Z,1379505600000,NA,NA,missing,17
100854,2013-09-19T00:00:00Z,1379548800000,51.4088999999604,-109.98359999963358,observed,17
100854,2013-09-19T12:00:00Z,1379592000000,50.499100008918866,-109.42899998060491,observed,17
100854,2013-09-20T00:00:00Z,1379635200000,50.51370945979718,-109.47768631771726,observed,17
100854,2013-09-20T12:00:00Z,1379678400000,50.53570000835918,-109.42419998321964,observed,17
100854,2013-09-21T00:00:00Z,1379721600000,50.52810000937359,-109.39439998165622,observed,17
100854,2013-09-21T12:00:00Z,1379764800000,50.5338000084615,-109.4233999830772,observed,17
100854,2013-09-22T00:00:00Z,1379808000000,50.53420114139206,-109.41019799385222,observed,17
100854,2013-09-22T12:00:00Z,1379851200000,50.53380000846554,-109.42119998288652,observed,17
100854,2013-09-23T00:00:00Z,1379894400000,50.536150587937215,-109.40594794326604,observed,17
100854,2013-09-23T12:00:00Z,1379937600000,50.53370000872407,-109.41409998274844,observed,17
100854,2013-09-24T00:00:00Z,1379980800000,50.5345014459464,-109.410147587465,observed,17
100854,2013-09-24T12:00:00Z,1380024000000,50.537200008300466,-109.42479998325469,observed,17
100854,2013-09-25T00:00:00Z,1380067200000,50.538301030162074,-109.40934667120368,observed,17
100854,2013-09-25T12:00:00Z,1380110400000,50.526000008669214,-109.4196999822614,observed,17
100854,2013-09-26T00:00:00Z,1380153600000,50.528000009408494,-109.39449998174724,observed,17
100854,2013-09-26T12:00:00Z,1380196800000,50.494400012781185,-109.31769997633646,observed,17
100854,2013-09-27T00:00:00Z,1380240000000,50.50655008672747,-109.33394970192847,observed,17
100854,2013-09-27T12:00:00Z,1380283200000,50.50490001244064,-109.32089997740913,observed,17
100854,2013-09-28T00:00:00Z,1380326400000,50.501250171512545,-109.3317989846527,observed,17
100854,2013-09-28T12:00:00Z,1380369600000,50.516700011441195,-109.34099997919245,observed,17
100854,2013-09-29T00:00:00Z,1380412800000,50.48990101795605,-109.35315626588162,observed,17
100854,2013-09-29T12:00:00Z,1380456000000,50.46270001181314,-109.36519997509173,observed,17
100854,2013-09-30T00:00:00Z,1380499200000,50.45560109406737,-109.42345640802596,observed,17
100854,2013-09-30T12:00:00Z,1380542400000,50.46600001050381,-109.39779997672954,observed,17
100854,2013-10-01T00:00:00Z,1380585600000,50.45480070405489,-109.42100522564932,observed,17
100854,2013-10-01T12:00:00Z,1380628800000,50.43870000975969,-109.43589997592836,observed,17
100854,2013-10-02T00:00:00Z,1380672000000,50.45995011626879,-109.41240143734024,observed,17
100854,2013-10-02T12:00:00Z,1380715200000,50.46070001030192,-109.40829997667034,observed,17
100854,2013-10-03T00:00:00Z,1380758400000,50.478450831569,-109.42239894323346,observed,17
100854,2013-10-03T12:00:00Z,1380801600000,50.491200008412065,-109.4482999806146,observed,17
100854,2013-10-04T00:00:00Z,1380844800000,50.47835082555918,-109.42214897601175,observed,17
100854,2013-10-04T12:00:00Z,1380888000000,50.469300010550235,-109.39649997694134,observed,17
100854,2013-10-05T00:00:00Z,1380931200000,50.4787510664147,-109.42384896964523,observed,17
100854,2013-10-05T12:00:00Z,1380974400000,50.489100008423584,-109.44869998042338,observed,17
100854,2013-10-06T00:00:00Z,1381017600000,50.4800026526412,-109.43324762445914,observed,17
100854,2013-10-06T12:00:00Z,1381060800000,50.47870001007168,-109.40439997806604,observed,17
100854,2013-10-07T00:00:00Z,1381104000000,50.47250151182128,-109.3886487942437,observed,17
100854,2013-10-07T12:00:00Z,1381147200000,50.472800012442725,-109.3423999752178,observed,17
100854,2013-10-08T00:00:00Z,1381190400000,50.46620001149444,-109.37129997566524,observed,17
100854,2013-10-08T12:00:00Z,1381233600000,50.4583000128092,-109.34149997378466,observed,17
100854,2013-10-09T00:00:00Z,1381276800000,50.503800061378186,-109.31265005517524,observed,17
100854,2013-10-09T12:00:00Z,1381320000000,50.50007556134876,-109.37922565399529,interpolated,17
100854,2013-10-10T00:00:00Z,1381363200000,50.49635106131933,-109.44580125281536,observed,17
100854,2013-10-10T12:00:00Z,1381406400000,50.4951000089505,-109.42839998017632,observed,17
100854,2013-10-11T00:00:00Z,1381449600000,50.4946539635204,-109.46055347180608,observed,17
100854,2013-10-11T12:00:00Z,1381492800000,47.67870120933252,-107.50369620249104,observed,17
100854,2013-10-12T00:00:00Z,1381536000000,46.673852796370674,-106.7132414642584,observed,17
100854,2013-10-12T12:00:00Z,1381579200000,45.77830587514654,-105.9350829318976,interpolated,17
100854,2013-10-13T00:00:00Z,1381622400000,44.88275895392241,-105.1569243995368,observed,17
100854,2013-10-13T12:00:00Z,1381665600000,44.23511000979981,-105.1647688596602,observed,17
100854,2013-10-14T00:00:00Z,1381708800000,44.207310027696266,-105.17216864770556,observed,17
100854,2013-10-14T12:00:00Z,1381752000000,44.23720998933141,-105.1688689061372,observed,17
100854,2013-10-15T00:00:00Z,1381795200000,44.225110149419066,-105.1688702756068,observed,17
100854,2013-10-15T12:00:00Z,1381838400000,41.68442019815544,-104.31742968805196,observed,17
100854,2013-10-16T00:00:00Z,1381881600000,39.04972777899076,-104.29888240050902,observed,17
100854,2013-10-16T12:00:00Z,1381924800000,36.86889257535854,-104.02339567667852,observed,17
100854,2013-10-17T00:00:00Z,1381968000000,36.22454310882073,-103.80950186986964,observed,17
100854,2013-10-17T12:00:00Z,1382011200000,34.257525660341294,-103.02241379254208,observed,17
100854,2013-10-18T00:00:00Z,1382054400000,34.03257053670977,-102.76459092171996,observed,17
100854,2013-10-18T12:00:00Z,1382097600000,32.534339076659904,-104.98064421431486,observed,17
100854,2013-10-19T00:00:00Z,1382140800000,30.97741556254544,-107.14532754992784,observed,17
100854,2013-10-19T12:00:00Z,1382184000000,30.295414892262812,-107.3129758940224,observed,17
100854,2013-10-20T00:00:00Z,1382227200000,30.190614125112297,-107.40532995125022,observed,17
100854,2013-10-20T12:00:00Z,1382270400000,30.279065148163745,-107.28417360400836,observed,17
100854,2013-10-21T00:00:00Z,1382313600000,30.266016447501624,-107.15261481311695,observed,17
100854,2013-10-21T12:00:00Z,1382356800000,30.281815152479265,-107.28347362675892,observed,17
100854,2013-10-22T00:00:00Z,1382400000000,30.2830156064837,-107.23552051775135,observed,17
100854,2013-10-22T12:00:00Z,1382443200000,30.28326505606932,-107.29462433333912,observed,17
